Type of professional,Jurisdiction,Category,Group,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Licensed practical nurses,Manitoba,Renewal,Age not stated,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Licensed practical nurses,Manitoba,Employment status,Employed in profession,3032.00,3103.00,3171.00,3229.00,3376.00,3402.00,3595.00,3524.00,3534.00,3525.00
Licensed practical nurses,Manitoba,Employment status,Employed in other than profession and seeking employment in profession,12.00,13.00,22.00,22.00,25.00,18.00,11.00,11.00,12.00,10.00
Licensed practical nurses,Manitoba,Employment status,Employed in other than profession and not seeking employment in profession,0.00,2.00,1.00,2.00,2.00,1.00,5.00,14.00,5.00,6.00
Licensed practical nurses,Manitoba,Employment status,Not employed and seeking employment in profession,33.00,74.00,97.00,92.00,92.00,117.00,55.00,83.00,150.00,73.00
Licensed practical nurses,Manitoba,Employment status,Not employed and not seeking employment in profession,22.00,43.00,22.00,28.00,23.00,24.00,27.00,26.00,38.00,25.00
Licensed practical nurses,Manitoba,Employment status,Not stated,103.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,45.00,8.00
Licensed practical nurses,Manitoba,Location of graduation,Canadian educated,2854.00,2874.00,2915.00,2872.00,2928.00,2906.00,3023.00,3031.00,3063.00,3050.00
Licensed practical nurses,Manitoba,Location of graduation,Internationally educated,322.00,360.00,395.00,501.00,590.00,656.00,670.00,636.00,721.00,597.00
Licensed practical nurses,Manitoba,Location of graduation,Not stated,26.00,1.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Licensed practical nurses,Manitoba,Years since graduation,<5 years,615.00,644.00,682.00,677.00,634.00,629.00,664.00,666.00,618.00,661.00
Licensed practical nurses,Manitoba,Years since graduation,5-10 years,839.00,845.00,838.00,847.00,969.00,937.00,895.00,846.00,912.00,839.00
Licensed practical nurses,Manitoba,Years since graduation,11-20 years,715.00,802.00,896.00,1025.00,1140.00,1270.00,1374.00,1395.00,1447.00,1318.00
Licensed practical nurses,Manitoba,Years since graduation,21-30 years,418.00,388.00,378.00,354.00,322.00,316.00,351.00,358.00,418.00,448.00
Licensed practical nurses,Manitoba,Years since graduation,31+ years,615.00,556.00,519.00,470.00,453.00,410.00,409.00,402.00,389.00,381.00
Licensed practical nurses,Manitoba,Years since graduation,Not stated,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Licensed practical nurses,Saskatchewan,Supply,Total,3503.00,3526.00,3630.00,3649.00,3700.00,3770.00,3683.00,3737.00,3920.00,3910.00
Licensed practical nurses,Saskatchewan,Age,Age <25,201.00,171.00,171.00,132.00,137.00,125.00,96.00,91.00,115.00,103.00
Licensed practical nurses,Saskatchewan,Age,Age 25-34,1239.00,1268.00,1315.00,1327.00,1285.00,1231.00,1111.00,1009.00,1029.00,942.00
Licensed practical nurses,Saskatchewan,Age,Age 35-44,847.00,900.00,955.00,1029.00,1141.00,1251.00,1297.00,1438.00,1531.00,1565.00
Licensed practical nurses,Saskatchewan,Age,Age 45-54,642.00,639.00,647.00,624.00,601.00,617.00,652.00,710.00,767.00,828.00
Licensed practical nurses,Saskatchewan,Age,Age 55-64,524.00,501.00,490.00,485.00,471.00,470.00,453.00,412.00,406.00,394.00
Licensed practical nurses,Saskatchewan,Age,Age 65+,50.00,47.00,52.00,52.00,65.00,76.00,74.00,77.00,72.00,78.00
Licensed practical nurses,Saskatchewan,Age,Not stated,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Licensed practical nurses,Saskatchewan,Age,Average age,40.00,40.00,40.00,40.00,40.00,40.30,40.80,41.00,40.90,41.20
Licensed practical nurses,Saskatchewan,Sex,Female,3311.00,3305.00,3403.00,3405.00,3447.00,3509.00,3441.00,3487.00,3652.00,3654.00
Licensed practical nurses,Saskatchewan,Sex,Male,192.00,221.00,227.00,244.00,253.00,261.00,242.00,250.00,267.00,254.00
Licensed practical nurses,Saskatchewan,Sex,Not stated,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00
Licensed practical nurses,Saskatchewan,Inflow,Total,424.00,297.00,404.00,362.00,427.00,381.00,287.00,465.00,530.00,471.00
Licensed practical nurses,Saskatchewan,Inflow,Age <35,335.00,220.00,311.00,265.00,301.00,237.00,186.00,261.00,317.00,252.00
Licensed practical nurses,Saskatchewan,Inflow,Age 35-54,86.00,73.00,86.00,91.00,113.00,131.00,92.00,191.00,199.00,212.00
Licensed practical nurses,Saskatchewan,Inflow,Age 55+,3.00,4.00,7.00,6.00,13.00,13.00,9.00,13.00,14.00,7.00
Licensed practical nurses,Saskatchewan,Inflow,Age not stated,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Licensed practical nurses,Saskatchewan,Outflow,Total,274.00,300.00,343.00,376.00,311.00,374.00,411.00,347.00,481.00,
Licensed practical nurses,Saskatchewan,Outflow,Age <35,120.00,161.00,161.00,201.00,169.00,192.00,206.00,145.00,199.00,
Licensed practical nurses,Saskatchewan,Outflow,Age 35-54,63.00,70.00,87.00,99.00,78.00,109.00,111.00,124.00,215.00,
Licensed practical nurses,Saskatchewan,Outflow,Age 55+,91.00,69.00,95.00,76.00,64.00,73.00,94.00,78.00,67.00,
Licensed practical nurses,Saskatchewan,Outflow,Age not stated,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Licensed practical nurses,Saskatchewan,Renewal,Total,3079.00,3229.00,3226.00,3287.00,3273.00,3389.00,3396.00,3272.00,3390.00,3439.00
Licensed practical nurses,Saskatchewan,Renewal,Age <35,1105.00,1219.00,1175.00,1194.00,1121.00,1119.00,1021.00,839.00,827.00,793.00
Licensed practical nurses,Saskatchewan,Renewal,Age 35-54,1403.00,1466.00,1516.00,1562.00,1629.00,1737.00,1857.00,1957.00,2099.00,2181.00
Licensed practical nurses,Saskatchewan,Renewal,Age 55+,571.00,544.00,535.00,531.00,523.00,533.00,518.00,476.00,464.00,465.00
Licensed practical nurses,Saskatchewan,Renewal,Age not stated,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Licensed practical nurses,Saskatchewan,Employment status,Employed in profession,3230.00,3389.00,3392.00,3406.00,3038.00,3633.00,3525.00,3541.00,3657.00,3728.00
Licensed practical nurses,Saskatchewan,Employment status,Employed in other than profession and seeking employment in profession,119.00,54.00,94.00,76.00,19.00,10.00,20.00,10.00,19.00,11.00
Licensed practical nurses,Saskatchewan,Employment status,Employed in other than profession and not seeking employment in profession,2.00,4.00,8.00,5.00,2.00,7.00,5.00,4.00,0.00,4.00
Licensed practical nurses,Saskatchewan,Employment status,Not employed and seeking employment in profession,136.00,72.00,132.00,154.00,636.00,104.00,126.00,166.00,236.00,152.00
Licensed practical nurses,Saskatchewan,Employment status,Not employed and not seeking employment in profession,6.00,4.00,4.00,7.00,3.00,16.00,7.00,3.00,4.00,15.00
Licensed practical nurses,Saskatchewan,Employment status,Not stated,10.00,3.00,0.00,1.00,2.00,0.00,0.00,13.00,4.00,0.00
Licensed practical nurses,Saskatchewan,Location of graduation,Canadian educated,3206.00,3196.00,3256.00,3240.00,3267.00,3346.00,3282.00,3287.00,3437.00,3508.00
Licensed practical nurses,Saskatchewan,Location of graduation,Internationally educated,297.00,330.00,374.00,409.00,433.00,424.00,401.00,450.00,483.00,402.00
Licensed practical nurses,Saskatchewan,Location of graduation,Not stated,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Licensed practical nurses,Saskatchewan,Years since graduation,<5 years,994.00,921.00,887.00,837.00,784.00,761.00,658.00,682.00,711.00,729.00
Licensed practical nurses,Saskatchewan,Years since graduation,5-10 years,1138.00,1174.00,1219.00,1224.00,1183.00,1158.00,1081.00,1014.00,1021.00,992.00
Licensed practical nurses,Saskatchewan,Years since graduation,11-20 years,631.00,756.00,892.00,1026.00,1184.00,1317.00,1399.00,1485.00,1633.00,1594.00
Licensed practical nurses,Saskatchewan,Years since graduation,21-30 years,241.00,229.00,215.00,201.00,206.00,218.00,268.00,311.00,329.00,394.00
Licensed practical nurses,Saskatchewan,Years since graduation,31+ years,499.00,446.00,417.00,361.00,343.00,316.00,277.00,245.00,226.00,201.00
Licensed practical nurses,Saskatchewan,Years since graduation,Not stated,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Licensed practical nurses,Alberta,Supply,Total,12330.00,13261.00,13958.00,14805.00,15513.00,15902.00,16498.00,17251.00,18166.00,18236.00
Licensed practical nurses,Alberta,Age,Age <25,1062.00,1072.00,1041.00,1072.00,1074.00,976.00,997.00,1020.00,1068.00,1127.00
Licensed practical nurses,Alberta,Age,Age 25-34,4455.00,4931.00,5247.00,5500.00,5675.00,5662.00,5645.00,5730.00,5897.00,5874.00
Licensed practical nurses,Alberta,Age,Age 35-44,3059.00,3331.00,3633.00,4060.00,4436.00,4770.00,5224.00,5641.00,6089.00,5940.00
Licensed practical nurses,Alberta,Age,Age 45-54,1967.00,2132.00,2206.00,2336.00,2478.00,2628.00,2794.00,3036.00,3233.00,3380.00
Licensed practical nurses,Alberta,Age,Age 55-64,1455.00,1443.00,1491.00,1506.00,1501.00,1513.00,1478.00,1465.00,1546.00,1554.00
Licensed practical nurses,Alberta,Age,Age 65+,332.00,352.00,340.00,331.00,349.00,353.00,360.00,359.00,333.00,361.00
Licensed practical nurses,Alberta,Age,Not stated,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Licensed practical nurses,Alberta,Age,Average age,39.00,38.80,38.70,38.70,38.70,38.90,39.00,39.10,39.10,39.20
Licensed practical nurses,Alberta,Sex,Female,11429.00,12245.00,12850.00,13625.00,14245.00,14624.00,15186.00,15871.00,16699.00,16764.00
Licensed practical nurses,Alberta,Sex,Male,901.00,1016.00,1108.00,1180.00,1268.00,1278.00,1309.00,1380.00,1467.00,1472.00
Licensed practical nurses,Alberta,Sex,Not stated,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00
Licensed practical nurses,Alberta,Inflow,Total,1846.00,1721.00,1671.00,1720.00,1711.00,1334.00,1544.00,1922.00,2223.00,2090.00
Licensed practical nurses,Alberta,Inflow,Age <35,1292.00,1238.00,1202.00,1222.00,1211.00,896.00,1035.00,1228.00,1374.00,1291.00
Licensed practical nurses,Alberta,Inflow,Age 35-54,519.00,455.00,438.00,472.00,476.00,413.00,479.00,663.00,800.00,754.00
Licensed practical nurses,Alberta,Inflow,Age 55+,35.00,28.00,31.00,26.00,24.00,25.00,30.00,31.00,49.00,45.00
Licensed practical nurses,Alberta,Inflow,Age not stated,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Licensed practical nurses,Alberta,Outflow,Total,790.00,974.00,873.00,1003.00,945.00,948.00,1169.00,1308.00,2020.00,
Licensed practical nurses,Alberta,Outflow,Age <35,391.00,505.00,445.00,499.00,452.00,431.00,503.00,535.00,673.00,
Licensed practical nurses,Alberta,Outflow,Age 35-54,215.00,272.00,236.00,308.00,306.00,307.00,446.00,560.00,1142.00,
Licensed practical nurses,Alberta,Outflow,Age 55+,184.00,197.00,192.00,196.00,187.00,210.00,220.00,213.00,205.00,
Licensed practical nurses,Alberta,Outflow,Age not stated,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Licensed practical nurses,Alberta,Renewal,Total,10484.00,11540.00,12287.00,13085.00,13802.00,14568.00,14954.00,15329.00,15943.00,16146.00
Licensed practical nurses,Alberta,Renewal,Age <35,4225.00,4765.00,5086.00,5350.00,5538.00,5742.00,5607.00,5522.00,5591.00,5710.00
Licensed practical nurses,Alberta,Renewal,Age 35-54,4507.00,5008.00,5401.00,5924.00,6438.00,6985.00,7539.00,8014.00,8522.00,8566.00
Licensed practical nurses,Alberta,Renewal,Age 55+,1752.00,1767.00,1800.00,1811.00,1826.00,1841.00,1808.00,1793.00,1830.00,1870.00
Licensed practical nurses,Alberta,Renewal,Age not stated,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Licensed practical nurses,Alberta,Employment status,Employed in profession,10801.00,11631.00,12272.00,12324.00,13546.00,14407.00,15159.00,15511.00,16094.00,16140.00
Licensed practical nurses,Alberta,Employment status,Employed in other than profession and seeking employment in profession,75.00,77.00,103.00,229.00,276.00,208.00,66.00,70.00,110.00,41.00
Licensed practical nurses,Alberta,Employment status,Employed in other than profession and not seeking employment in profession,11.00,15.00,12.00,10.00,54.00,45.00,18.00,19.00,28.00,11.00
Licensed practical nurses,Alberta,Employment status,Not employed and seeking employment in profession,1413.00,1500.00,1535.00,2202.00,1571.00,1184.00,1197.00,1593.00,1845.00,2013.00
Licensed practical nurses,Alberta,Employment status,Not employed and not seeking employment in profession,30.00,38.00,36.00,40.00,66.00,58.00,58.00,58.00,89.00,31.00
Licensed practical nurses,Alberta,Employment status,Not stated,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Licensed practical nurses,Alberta,Location of graduation,Canadian educated,11576.00,12422.00,12950.00,13705.00,14365.00,14803.00,15428.00,16280.00,17295.00,17567.00
Licensed practical nurses,Alberta,Location of graduation,Internationally educated,754.00,839.00,1008.00,1100.00,1148.00,1099.00,1070.00,971.00,871.00,669.00
Licensed practical nurses,Alberta,Location of graduation,Not stated,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Licensed practical nurses,Alberta,Years since graduation,<5 years,5303.00,5675.00,5722.00,5755.00,5703.00,5364.00,5176.00,5396.00,5900.00,5877.00
Licensed practical nurses,Alberta,Years since graduation,5-10 years,3348.00,3586.00,4115.00,4791.00,5273.00,5678.00,6078.00,6225.00,6064.00,5659.00
Licensed practical nurses,Alberta,Years since graduation,11-20 years,1798.00,2171.00,2416.00,2607.00,2933.00,3297.00,3708.00,4083.00,4612.00,4994.00
Licensed practical nurses,Alberta,Years since graduation,21-30 years,794.00,792.00,717.00,701.00,717.00,732.00,750.00,825.00,917.00,1055.00
Licensed practical nurses,Alberta,Years since graduation,31+ years,1087.00,1037.00,988.00,951.00,887.00,831.00,786.00,722.00,673.00,651.00
Licensed practical nurses,Alberta,Years since graduation,Not stated,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Licensed practical nurses,British Columbia,Supply,Total,11619.00,11775.00,11982.00,12152.00,12351.00,12769.00,13409.00,13627.00,13883.00,14377.00
Licensed practical nurses,British Columbia,Age,Age <25,560.00,480.00,492.00,495.00,567.00,606.00,660.00,691.00,668.00,667.00
Licensed practical nurses,British Columbia,Age,Age 25-34,3542.00,3610.00,3627.00,3599.00,3585.00,3672.00,3849.00,3940.00,3990.00,4069.00
Licensed practical nurses,British Columbia,Age,Age 35-44,3069.00,3179.00,3296.00,3412.00,3497.00,3636.00,3869.00,3919.00,4002.00,4125.00
Licensed practical nurses,British Columbia,Age,Age 45-54,2623.00,2645.00,2645.00,2688.00,2689.00,2742.00,2876.00,2937.00,2990.00,3127.00
Licensed practical nurses,British Columbia,Age,Age 55-64,1615.00,1631.00,1682.00,1705.00,1728.00,1794.00,1832.00,1806.00,1846.00,1946.00
Licensed practical nurses,British Columbia,Age,Age 65+,210.00,230.00,240.00,253.00,285.00,319.00,323.00,334.00,387.00,443.00
Licensed practical nurses,British Columbia,Age,Not stated,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Licensed practical nurses,British Columbia,Age,Average age,41.00,41.10,41.20,41.40,41.30,41.40,41.20,41.10,41.30,41.50
Licensed practical nurses,British Columbia,Sex,Female,10442.00,10591.00,10783.00,10942.00,11101.00,11453.00,12036.00,12223.00,12453.00,12891.00
Licensed practical nurses,British Columbia,Sex,Male,1177.00,1184.00,1199.00,1210.00,1250.00,1316.00,1373.00,1404.00,1430.00,1486.00
Licensed practical nurses,British Columbia,Sex,Not stated,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Licensed practical nurses,British Columbia,Inflow,Total,1699.00,1012.00,1060.00,942.00,1103.00,1451.00,1433.00,1229.00,1232.00,1272.00
Licensed practical nurses,British Columbia,Inflow,Age <35,1047.00,648.00,711.00,623.00,764.00,878.00,926.00,877.00,822.00,835.00
Licensed practical nurses,British Columbia,Inflow,Age 35-54,568.00,337.00,317.00,292.00,315.00,508.00,468.00,316.00,373.00,397.00
Licensed practical nurses,British Columbia,Inflow,Age 55+,84.00,27.00,32.00,27.00,24.00,65.00,39.00,36.00,37.00,40.00
Licensed practical nurses,British Columbia,Inflow,Age not stated,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Licensed practical nurses,British Columbia,Outflow,Total,856.00,853.00,772.00,904.00,1033.00,793.00,1011.00,976.00,778.00,
Licensed practical nurses,British Columbia,Outflow,Age <35,340.00,346.00,316.00,341.00,404.00,319.00,368.00,411.00,342.00,
Licensed practical nurses,British Columbia,Outflow,Age 35-54,318.00,293.00,256.00,352.00,423.00,247.00,380.00,376.00,299.00,
Licensed practical nurses,British Columbia,Outflow,Age 55+,198.00,214.00,200.00,211.00,206.00,227.00,263.00,189.00,137.00,
Licensed practical nurses,British Columbia,Outflow,Age not stated,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Licensed practical nurses,British Columbia,Renewal,Total,9920.00,10763.00,10922.00,11210.00,11248.00,11318.00,11976.00,12398.00,12651.00,13105.00
Licensed practical nurses,British Columbia,Renewal,Age <35,3055.00,3442.00,3408.00,3471.00,3388.00,3400.00,3583.00,3754.00,3836.00,3901.00
Licensed practical nurses,British Columbia,Renewal,Age 35-54,5124.00,5487.00,5624.00,5808.00,5871.00,5870.00,6277.00,6540.00,6619.00,6855.00
Licensed practical nurses,British Columbia,Renewal,Age 55+,1741.00,1834.00,1890.00,1931.00,1989.00,2048.00,2116.00,2104.00,2196.00,2349.00
Licensed practical nurses,British Columbia,Renewal,Age not stated,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Licensed practical nurses,British Columbia,Employment status,Employed in profession,10483.00,10832.00,10657.00,11514.00,11821.00,11814.00,12806.00,13144.00,13239.00,13771.00
Licensed practical nurses,British Columbia,Employment status,Employed in other than profession and seeking employment in profession,82.00,214.00,137.00,63.00,38.00,97.00,131.00,90.00,125.00,116.00
Licensed practical nurses,British Columbia,Employment status,Employed in other than profession and not seeking employment in profession,27.00,25.00,22.00,39.00,19.00,13.00,28.00,24.00,32.00,35.00
Licensed practical nurses,British Columbia,Employment status,Not employed and seeking employment in profession,43.00,155.00,103.00,82.00,51.00,102.00,147.00,122.00,155.00,111.00
Licensed practical nurses,British Columbia,Employment status,Not employed and not seeking employment in profession,37.00,57.00,34.00,49.00,33.00,28.00,50.00,53.00,51.00,39.00
Licensed practical nurses,British Columbia,Employment status,Not stated,947.00,492.00,1029.00,405.00,389.00,715.00,247.00,194.00,281.00,305.00
Licensed practical nurses,British Columbia,Location of graduation,Canadian educated,10747.00,11019.00,11243.00,9276.00,9699.00,10299.00,11150.00,11548.00,11937.00,14013.00
Licensed practical nurses,British Columbia,Location of graduation,Internationally educated,134.00,164.00,161.00,29.00,15.00,17.00,22.00,28.00,31.00,245.00
Licensed practical nurses,British Columbia,Location of graduation,Not stated,738.00,592.00,578.00,2847.00,2637.00,2453.00,2237.00,2051.00,1915.00,119.00
Licensed practical nurses,British Columbia,Years since graduation,<5 years,3316.00,2711.00,2341.00,2417.00,2802.00,3129.00,3394.00,3475.00,3512.00,3530.00
Licensed practical nurses,British Columbia,Years since graduation,5-10 years,4955.00,5386.00,5492.00,5137.00,4494.00,4147.00,3734.00,3389.00,3130.00,3667.00
Licensed practical nurses,British Columbia,Years since graduation,11-20 years,1608.00,2047.00,2337.00,1606.00,2315.00,2936.00,3654.00,4327.00,4920.00,5835.00
Licensed practical nurses,British Columbia,Years since graduation,21-30 years,564.00,576.00,531.00,68.00,73.00,76.00,76.00,76.00,96.00,847.00
