Type of professional,Jurisdiction,Category,Group,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,
Licensed practical nurses,Yukon,Renewal,Age <35,29,33,—,—,—,—,—,—,—,—,
Licensed practical nurses,Yukon,Renewal,Age 35–54,39,42,—,—,—,—,—,—,—,—,
Licensed practical nurses,Yukon,Renewal,Age 55+,27,25,—,—,—,—,—,—,—,—,
Licensed practical nurses,Yukon,Renewal,Age not stated,0,0,—,—,—,—,—,—,—,—,
Licensed practical nurses,Yukon,Employment status,Employed in profession,112,110,—,—,—,—,—,—,—,—,
Licensed practical nurses,Yukon,Employment status,Employed in other than profession and seeking employment in profession,0,x,—,—,—,—,—,—,—,—,
Licensed practical nurses,Yukon,Employment status,Employed in other than profession and not seeking employment in profession,0,x,—,—,—,—,—,—,—,—,
Licensed practical nurses,Yukon,Employment status,Not employed and seeking employment in profession,0,0,—,—,—,—,—,—,—,—,
Licensed practical nurses,Yukon,Employment status,Not employed and not seeking employment in profession,0,0,—,—,—,—,—,—,—,—,
Licensed practical nurses,Yukon,Employment status,Not stated,0,x,—,—,—,—,—,—,—,—,
Licensed practical nurses,Yukon,Location of graduation,Canadian educated,109,112,—,—,—,—,—,—,—,—,
Licensed practical nurses,Yukon,Location of graduation,Internationally educated,x,x,—,—,—,—,—,—,—,—,
Licensed practical nurses,Yukon,Location of graduation,Not stated,x,x,—,—,—,—,—,—,—,—,
Licensed practical nurses,Yukon,Years since graduation,<5 years,35,35,—,—,—,—,—,—,—,—,
Licensed practical nurses,Yukon,Years since graduation,5–10 years,30,30,—,—,—,—,—,—,—,—,
Licensed practical nurses,Yukon,Years since graduation,11–20 years,20,25,—,—,—,—,—,—,—,—,
Licensed practical nurses,Yukon,Years since graduation,21–30 years,14,14,—,—,—,—,—,—,—,—,
Licensed practical nurses,Yukon,Years since graduation,31+ years,13,11,—,—,—,—,—,—,—,—,
Licensed practical nurses,Yukon,Years since graduation,Not stated,0,0,—,—,—,—,—,—,—,—,
Licensed practical nurses,Northwest Territories,Supply,Total,108,133,131,121,115,145,194,189,166,—,
Licensed practical nurses,Northwest Territories,Age,Age <25,1,1,3,3,3,1,—,2,0,—,
Licensed practical nurses,Northwest Territories,Age,Age 25–34,18,30,37,33,24,36,—,55,42,—,
Licensed practical nurses,Northwest Territories,Age,Age 35–44,26,32,24,26,27,37,—,59,54,—,
Licensed practical nurses,Northwest Territories,Age,Age 45–54,25,26,29,25,28,30,—,38,35,—,
Licensed practical nurses,Northwest Territories,Age,Age 55–64,32,35,29,27,27,32,—,29,28,—,
Licensed practical nurses,Northwest Territories,Age,Age 65+,6,9,9,7,6,9,—,6,7,—,
Licensed practical nurses,Northwest Territories,Age,Not stated,0,0,0,0,0,0,—,0,0,—,
Licensed practical nurses,Northwest Territories,Age,Average age,47.5,46.4,45.3,44.6,45.6,45.2,—,42.6,43.4,—,
Licensed practical nurses,Northwest Territories,Sex,Female,93,108,106,96,95,121,—,157,140,—,
Licensed practical nurses,Northwest Territories,Sex,Male,15,25,25,24,20,24,—,32,26,—,
Licensed practical nurses,Northwest Territories,Sex,Not stated,0,0,0,1,0,0,—,0,0,—,
Licensed practical nurses,Northwest Territories,Inflow,Total,18,41,23,18,22,45,—,—,9,—,
Licensed practical nurses,Northwest Territories,Inflow,Age <35,9,18,14,11,6,18,—,—,5,—,
Licensed practical nurses,Northwest Territories,Inflow,Age 35–54,6,14,6,5,13,20,—,—,3,—,
Licensed practical nurses,Northwest Territories,Inflow,Age 55+,3,9,3,2,3,7,—,—,1,—,
Licensed practical nurses,Northwest Territories,Inflow,Age not stated,0,0,0,0,0,0,—,—,0,—,
Licensed practical nurses,Northwest Territories,Outflow,Total,16,25,28,28,15,—,—,32,—,—,
Licensed practical nurses,Northwest Territories,Outflow,Age <35,4,5,11,13,6,—,—,11,—,—,
Licensed practical nurses,Northwest Territories,Outflow,Age 35–54,5,9,9,8,6,—,—,15,—,—,
Licensed practical nurses,Northwest Territories,Outflow,Age 55+,7,11,8,7,3,—,—,6,—,—,
Licensed practical nurses,Northwest Territories,Outflow,Age not stated,0,0,0,0,0,—,—,0,—,—,
Licensed practical nurses,Northwest Territories,Renewal,Total,90,92,108,103,93,100,—,—,157,—,
Licensed practical nurses,Northwest Territories,Renewal,Age <35,10,13,26,25,21,19,—,—,37,—,
Licensed practical nurses,Northwest Territories,Renewal,Age 35–54,45,44,47,46,42,47,—,—,86,—,
Licensed practical nurses,Northwest Territories,Renewal,Age 55+,35,35,35,32,30,34,—,—,34,—,
Licensed practical nurses,Northwest Territories,Renewal,Age not stated,0,0,0,0,0,0,—,—,0,—,
Licensed practical nurses,Northwest Territories,Employment status,Employed in profession,105,116,107,107,111,135,—,181,164,—,
Licensed practical nurses,Northwest Territories,Employment status,Employed in other than profession and seeking employment in profession,1,4,2,5,3,1,—,3,0,—,
Licensed practical nurses,Northwest Territories,Employment status,Employed in other than profession and not seeking employment in profession,0,1,0,0,0,0,—,0,0,—,
Licensed practical nurses,Northwest Territories,Employment status,Not employed and seeking employment in profession,2,5,1,4,0,0,—,2,0,—,
Licensed practical nurses,Northwest Territories,Employment status,Not employed and not seeking employment in profession,0,0,0,2,1,3,—,0,0,—,
Licensed practical nurses,Northwest Territories,Employment status,Not stated,0,7,21,3,0,6,—,3,2,—,
Licensed practical nurses,Northwest Territories,Location of graduation,Canadian educated,103,128,125,115,108,134,—,167,141,—,
Licensed practical nurses,Northwest Territories,Location of graduation,Internationally educated,1,3,6,6,7,11,—,22,25,—,
Licensed practical nurses,Northwest Territories,Location of graduation,Not stated,4,2,0,0,0,0,—,0,0,—,
Licensed practical nurses,Northwest Territories,Years since graduation,<5 years,10,16,20,18,13,19,—,32,21,—,
Licensed practical nurses,Northwest Territories,Years since graduation,5–10 years,26,36,35,36,35,52,—,63,47,—,
Licensed practical nurses,Northwest Territories,Years since graduation,11–20 years,30,32,37,34,36,40,—,68,72,—,
Licensed practical nurses,Northwest Territories,Years since graduation,21–30 years,21,23,21,18,14,12,—,13,14,—,
Licensed practical nurses,Northwest Territories,Years since graduation,31+ years,21,26,18,15,17,22,—,13,12,—,
Licensed practical nurses,Northwest Territories,Years since graduation,Not stated,0,0,0,0,0,0,—,0,0,—,
Licensed practical nurses,Nunavut,Supply,Total,99,97,118,132,146,177,240,267,316,—,
Licensed practical nurses,Nunavut,Age,Age <25,—,—,—,—,—,—,—,—,—,—,
Licensed practical nurses,Nunavut,Age,Age 25–34,—,—,—,—,—,—,—,—,—,—,
Licensed practical nurses,Nunavut,Age,Age 35–44,—,—,—,—,—,—,—,—,—,—,
Licensed practical nurses,Nunavut,Age,Age 45–54,—,—,—,—,—,—,—,—,—,—,
Licensed practical nurses,Nunavut,Age,Age 55–64,—,—,—,—,—,—,—,—,—,—,
Licensed practical nurses,Nunavut,Age,Age 65+,—,—,—,—,—,—,—,—,—,—,
Licensed practical nurses,Nunavut,Age,Not stated,—,—,—,—,—,—,—,—,—,—,
Licensed practical nurses,Nunavut,Age,Average age,—,—,—,—,—,—,—,—,—,—,
Licensed practical nurses,Nunavut,Sex,Female,—,—,—,—,—,—,216,236,290,—,
Licensed practical nurses,Nunavut,Sex,Male,—,—,—,—,—,—,24,31,26,—,
Licensed practical nurses,Nunavut,Sex,Not stated,—,—,—,—,—,—,0,0,0,—,
Licensed practical nurses,Nunavut,Inflow,Total,—,—,—,—,—,—,—,—,—,—,
Licensed practical nurses,Nunavut,Inflow,Age <35,—,—,—,—,—,—,—,—,—,—,
Licensed practical nurses,Nunavut,Inflow,Age 35–54,—,—,—,—,—,—,—,—,—,—,
Licensed practical nurses,Nunavut,Inflow,Age 55+,—,—,—,—,—,—,—,—,—,—,
Licensed practical nurses,Nunavut,Inflow,Age not stated,—,—,—,—,—,—,—,—,—,—,
Licensed practical nurses,Nunavut,Outflow,Total,—,—,—,—,—,—,—,—,—,—,
Licensed practical nurses,Nunavut,Outflow,Age <35,—,—,—,—,—,—,—,—,—,—,
Licensed practical nurses,Nunavut,Outflow,Age 35–54,—,—,—,—,—,—,—,—,—,—,
Licensed practical nurses,Nunavut,Outflow,Age 55+,—,—,—,—,—,—,—,—,—,—,
Licensed practical nurses,Nunavut,Outflow,Age not stated,—,—,—,—,—,—,—,—,—,—,
Licensed practical nurses,Nunavut,Renewal,Total,—,—,—,—,—,—,—,—,—,—,
Licensed practical nurses,Nunavut,Renewal,Age <35,—,—,—,—,—,—,—,—,—,—,
Licensed practical nurses,Nunavut,Renewal,Age 35–54,—,—,—,—,—,—,—,—,—,—,
Licensed practical nurses,Nunavut,Renewal,Age 55+,—,—,—,—,—,—,—,—,—,—,
Licensed practical nurses,Nunavut,Renewal,Age not stated,—,—,—,—,—,—,—,—,—,—,
Licensed practical nurses,Nunavut,Employment status,Employed in profession,—,—,—,—,—,—,—,—,—,—,
Licensed practical nurses,Nunavut,Employment status,Employed in other than profession and seeking employment in profession,—,—,—,—,—,—,—,—,—,—,
Licensed practical nurses,Nunavut,Employment status,Employed in other than profession and not seeking employment in profession,—,—,—,—,—,—,—,—,—,—,
Licensed practical nurses,Nunavut,Employment status,Not employed and seeking employment in profession,—,—,—,—,—,—,—,—,—,—,
Licensed practical nurses,Nunavut,Employment status,Not employed and not seeking employment in profession,—,—,—,—,—,—,—,—,—,—,
Licensed practical nurses,Nunavut,Employment status,Not stated,—,—,—,—,—,—,—,—,—,—,
Licensed practical nurses,Nunavut,Location of graduation,Canadian educated,—,—,—,—,—,—,—,—,—,—,
Licensed practical nurses,Nunavut,Location of graduation,Internationally educated,—,—,—,—,—,—,—,—,—,—,
Licensed practical nurses,Nunavut,Location of graduation,Not stated,—,—,—,—,—,—,—,—,—,—,
Licensed practical nurses,Nunavut,Years since graduation,<5 years,—,—,—,—,—,—,—,—,—,—,
Licensed practical nurses,Nunavut,Years since graduation,5–10 years,—,—,—,—,—,—,—,—,—,—,
Licensed practical nurses,Nunavut,Years since graduation,11–20 years,—,—,—,—,—,—,—,—,—,—,
Licensed practical nurses,Nunavut,Years since graduation,21–30 years,—,—,—,—,—,—,—,—,—,—,
Licensed practical nurses,Nunavut,Years since graduation,31+ years,—,—,—,—,—,—,—,—,—,—,
Licensed practical nurses,Nunavut,Years since graduation,Not stated,—,—,—,—,—,—,—,—,—,—,
Licensed practical nurses,Northwest Territories/Nunavut,Supply,Total,—,—,—,—,—,—,—,—,—,333,
Licensed practical nurses,Northwest Territories/Nunavut,Age,Age <25,—,—,—,—,—,—,—,—,—,4,
Licensed practical nurses,Northwest Territories/Nunavut,Age,Age 25–34,—,—,—,—,—,—,—,—,—,61,
Licensed practical nurses,Northwest Territories/Nunavut,Age,Age 35–44,—,—,—,—,—,—,—,—,—,101,
Licensed practical nurses,Northwest Territories/Nunavut,Age,Age 45–54,—,—,—,—,—,—,—,—,—,86,
Licensed practical nurses,Northwest Territories/Nunavut,Age,Age 55–64,—,—,—,—,—,—,—,—,—,61,
Licensed practical nurses,Northwest Territories/Nunavut,Age,Age 65+,—,—,—,—,—,—,—,—,—,20,
Licensed practical nurses,Northwest Territories/Nunavut,Age,Not stated,—,—,—,—,—,—,—,—,—,0,
Licensed practical nurses,Northwest Territories/Nunavut,Age,Average age,—,—,—,—,—,—,—,—,—,45.5,
Licensed practical nurses,Northwest Territories/Nunavut,Sex,Female,—,—,—,—,—,—,—,—,—,297,
Licensed practical nurses,Northwest Territories/Nunavut,Sex,Male,—,—,—,—,—,—,—,—,—,36,
Licensed practical nurses,Northwest Territories/Nunavut,Sex,Not stated,—,—,—,—,—,—,—,—,—,0,
Licensed practical nurses,Northwest Territories/Nunavut,Inflow,Total,—,—,—,—,—,—,—,—,—,—,
Licensed practical nurses,Northwest Territories/Nunavut,Inflow,Age <35,—,—,—,—,—,—,—,—,—,—,
Licensed practical nurses,Northwest Territories/Nunavut,Inflow,Age 35–54,—,—,—,—,—,—,—,—,—,—,
Licensed practical nurses,Northwest Territories/Nunavut,Inflow,Age 55+,—,—,—,—,—,—,—,—,—,—,
Licensed practical nurses,Northwest Territories/Nunavut,Inflow,Age not stated,—,—,—,—,—,—,—,—,—,—,
Licensed practical nurses,Northwest Territories/Nunavut,Outflow,Total,—,—,—,—,—,—,—,—,—,—,
Licensed practical nurses,Northwest Territories/Nunavut,Outflow,Age <35,—,—,—,—,—,—,—,—,—,—,
Licensed practical nurses,Northwest Territories/Nunavut,Outflow,Age 35–54,—,—,—,—,—,—,—,—,—,—,
Licensed practical nurses,Northwest Territories/Nunavut,Outflow,Age 55+,—,—,—,—,—,—,—,—,—,—,
Licensed practical nurses,Northwest Territories/Nunavut,Outflow,Age not stated,—,—,—,—,—,—,—,—,—,—,
Licensed practical nurses,Northwest Territories/Nunavut,Renewal,Total,—,—,—,—,—,—,—,—,—,—,
Licensed practical nurses,Northwest Territories/Nunavut,Renewal,Age <35,—,—,—,—,—,—,—,—,—,—,
Licensed practical nurses,Northwest Territories/Nunavut,Renewal,Age 35–54,—,—,—,—,—,—,—,—,—,—,
Licensed practical nurses,Northwest Territories/Nunavut,Renewal,Age 55+,—,—,—,—,—,—,—,—,—,—,
Licensed practical nurses,Northwest Territories/Nunavut,Renewal,Age not stated,—,—,—,—,—,—,—,—,—,—,
Licensed practical nurses,Northwest Territories/Nunavut,Employment status,Employed in profession,—,—,—,—,—,—,—,—,—,—,
Licensed practical nurses,Northwest Territories/Nunavut,Employment status,Employed in other than profession and seeking employment in profession,—,—,—,—,—,—,—,—,—,—,
Licensed practical nurses,Northwest Territories/Nunavut,Employment status,Employed in other than profession and not seeking employment in profession,—,—,—,—,—,—,—,—,—,—,
Licensed practical nurses,Northwest Territories/Nunavut,Employment status,Not employed and seeking employment in profession,—,—,—,—,—,—,—,—,—,—,
Licensed practical nurses,Northwest Territories/Nunavut,Employment status,Not employed and not seeking employment in profession,—,—,—,—,—,—,—,—,—,—,
Licensed practical nurses,Northwest Territories/Nunavut,Employment status,Not stated,—,—,—,—,—,—,—,—,—,—,
Licensed practical nurses,Northwest Territories/Nunavut,Location of graduation,Canadian educated,—,—,—,—,—,—,—,—,—,—,
Licensed practical nurses,Northwest Territories/Nunavut,Location of graduation,Internationally educated,—,—,—,—,—,—,—,—,—,—,
Licensed practical nurses,Northwest Territories/Nunavut,Location of graduation,Not stated,—,—,—,—,—,—,—,—,—,—,
Licensed practical nurses,Northwest Territories/Nunavut,Years since graduation,<5 years,—,—,—,—,—,—,—,—,—,—,
Licensed practical nurses,Northwest Territories/Nunavut,Years since graduation,5–10 years,—,—,—,—,—,—,—,—,—,—,
Licensed practical nurses,Northwest Territories/Nunavut,Years since graduation,11–20 years,—,—,—,—,—,—,—,—,—,—,
Licensed practical nurses,Northwest Territories/Nunavut,Years since graduation,21–30 years,—,—,—,—,—,—,—,—,—,—,
Licensed practical nurses,Northwest Territories/Nunavut,Years since graduation,31+ years,—,—,—,—,—,—,—,—,—,—,
Licensed practical nurses,Northwest Territories/Nunavut,Years since graduation,Not stated,—,—,—,—,—,—,—,—,—,—,
